error_train,error_test
2.3454803255516445,6.558406612432201
2.3422195351466883,6.740334866115287
2.3169283595306296,5.618709584247163
2.2408939813388855,5.880891077992094
2.688875738682838,5.972110254292679
2.871068541329929,6.575661205858122
2.2478206599594364,6.390836034248498
2.4971881037219883,5.254616538061194
2.87631264617216,5.381217735243431
2.4691565898303147,6.36877486591885
