error_train,_noise_error_test
10.855568395062937,22.31220389640361
10.903179149622327,21.6870815646968
10.730476330145041,22.71700193211554
10.549873032588982,22.151576402172648
10.893537945932287,22.75686875557325
10.681076895574677,22.399342879232755
10.260130274672523,22.722201005505894
11.105560572816202,21.652430028032636
11.113771703454619,23.254693628534813
11.806389326475578,22.591197589190823
