error_train,error_test
2.8627958299918057,2.730803038663828
2.8216033441686803,3.6757487025707096
2.5566836130689787,2.701881103304884
2.5322406200997727,2.347685612789485
2.8121008486282135,3.0023120623502972
2.5543192174539695,2.4832804699539603
3.0330615734945217,3.677500707109012
2.6696396043984763,2.413084798364343
2.91537702328169,2.9954449338526223
2.593307673207347,2.4880042560660858
