error_train,error_test
2.6281603876834017,3.7216695108937365
2.683498296776831,3.6183545419040177
2.586086294538553,2.9428692250293786
2.8817481483772633,3.5048474615724268
2.4632917266879484,2.8842445723491723
3.0898265954752433,4.107803667041199
2.288190304054696,2.4397086700987285
2.5582207434570154,2.834767511644328
3.168796850179901,3.7081546294398713
2.911536855722913,3.1506444126062494
