y_real,y_pred,MAE
0.32291965815120127,0.26506466,2.32
0.35766427534765266,0.28005216,2.32
0.34948900431988394,0.3193281,2.32
0.3497810335510698,0.3280111,2.32
0.3433576459395793,0.3582866,2.32
0.2943065453204725,0.33003628,2.32
0.3030657580222784,0.30579022,2.32
0.30102184537481436,0.28020275,2.32
0.29956202038680546,0.29393485,2.32
0.3305109583078494,0.28941232,2.32
0.30919711640258307,0.30934924,2.32
0.32262774570834996,0.31413427,2.32
0.28875912861420505,0.3047547,2.32
0.2852555077670669,0.28838885,2.32
0.25109486144173565,0.28565994,2.32
0.24087594054025585,0.25397262,2.32
0.232992698743673,0.23212588,2.32
0.24058391130906998,0.22771963,2.32
0.22043795275187783,0.23997444,2.32
0.2370802904619318,0.22488266,2.32
0.23182478619851543,0.23623648,2.32
0.22218980697107238,0.24183232,2.32
0.2385401154499407,0.24680656,2.32
0.2481752114657183,0.22507471,2.32
0.26335769499067996,0.23689592,2.32
0.283211741105021,0.24153298,2.32
0.28087591601470563,0.2511131,2.32
0.2700730242421052,0.27461594,2.32
0.2610218699003646,0.27432635,2.32
0.29167880778730604,0.25695673,2.32
0.3051095538814079,0.2926912,2.32
0.3156203872257388,0.29125553,2.32
0.30861314553146246,0.31489998,2.32
0.3024817871511578,0.29296824,2.32
0.30277372879109254,0.29570335,2.32
0.2843795368618438,0.28043225,2.32
0.28992704115936263,0.2779485,2.32
0.3132846789237582,0.2731749,2.32
0.31474453310885053,0.30166698,2.32
0.3211679207203413,0.30385503,2.32
0.31036502894774065,0.32647645,2.32
0.32700736665779484,0.30418545,2.32
0.33576646257126574,0.30966333,2.32
0.35912410033566156,0.3392568,2.32
0.3509489460962276,0.3634559,2.32
0.3299270166338122,0.365339,2.32
0.340145937535292,0.34164718,2.32
0.34744520846075444,0.33209854,2.32
0.3743065838606232,0.3376217,2.32
0.3389781417784692,0.3679547,2.32
0.33372266671213646,0.36398894,2.32
0.3781022631360309,0.33038053,2.32
0.3550365378144862,0.36266744,2.32
0.34802917933187505,0.35432616,2.32
0.3296351041909611,0.34424013,2.32
0.33956211264959,0.32528046,2.32
0.3398540250924411,0.32054543,2.32
0.36145992542597694,0.34070665,2.32
0.36905110879429026,0.36347216,2.32
0.3778102047077614,0.36465454,2.32
0.3748905547317436,0.37694097,2.32
0.3769343505908731,0.37709725,2.32
0.3883211840375107,0.37953067,2.32
0.3748905547317436,0.38644004,2.32
0.36905110879429026,0.38110006,2.32
0.3643795754019943,0.35895774,2.32
0.37197078796739147,0.3529071,2.32
0.4002919883552687,0.36787575,2.32
0.39503651328893596,0.39575997,2.32
0.4008759300293059,0.39835486,2.32
0.434744547123451,0.38713068,2.32
0.4318248971474332,0.43200368,2.32
0.4356204304374227,0.45195305,2.32
0.40671537596675944,0.42687786,2.32
0.39240874655868585,0.41193554,2.32
0.3672992545750955,0.38993186,2.32
0.36963507966541087,0.3775412,2.32
0.3334306374809506,0.36307687,2.32
0.3305109583078494,0.34287602,2.32
0.3293430749597752,0.32447556,2.32
0.34481747092758797,0.32357305,2.32
0.3065693788694166,0.33679342,2.32
0.296934282853639,0.31791916,2.32
0.32613136655548813,0.30112925,2.32
0.3255473956843675,0.30469346,2.32
0.2794160618296133,0.32123598,2.32
0.29197083701849214,0.2925607,2.32
0.34481747092758797,0.28607538,2.32
0.2738686743204293,0.31609562,2.32
0.2700730242421052,0.30305204,2.32
0.2861313910810386,0.27292582,2.32
0.2835036535478719,0.28059173,2.32
0.2861313910810386,0.26533318,2.32
0.30861314553146246,0.27354,2.32
0.3182481247589053,0.27242213,2.32
0.3214598331631924,0.2909827,2.32
0.32496357079866534,0.2932427,2.32
0.3211679207203413,0.3179313,2.32
0.3325547541669789,0.30909112,2.32
0.29956202038680546,0.3199067,2.32
0.3077372914145742,0.3158615,2.32
0.30978105807662004,0.30457687,2.32
0.28642330352388967,0.28547287,2.32
0.29167880778730604,0.2860558,2.32
0.30218975791997194,0.29700062,2.32
0.27737229516756745,0.28391343,2.32
0.2820438285598632,0.26077506,2.32
0.28759121606904725,0.27925304,2.32
0.2581022199243468,0.29464218,2.32
0.22248174861100734,0.23571861,2.32
0.23620440714795987,0.22257203,2.32
0.237664232135969,0.23817828,2.32
0.25518245315999466,0.23722458,2.32
0.25372259897490235,0.23808414,2.32
0.23795614457881986,0.2594774,2.32
0.2350364946028023,0.2467173,2.32
0.24204385308541343,0.22602719,2.32
0.2452554155042821,0.23988241,2.32
0.26510946161862337,0.2426708,2.32
0.2607299574575135,0.24674594,2.32
0.26394166586180035,0.23590711,2.32
0.23182478619851543,0.2639063,2.32
0.24029196966913524,0.240208,2.32
0.20642335257499034,0.22700801,2.32
0.1889050439597133,0.21828052,2.32
0.19240878159518626,0.20761016,2.32
0.19474448989716686,0.19506466,2.32
0.21781021521871136,0.1980077,2.32
0.2624817240854569,0.21003479,2.32
0.27503647007725207,0.2269828,2.32
0.2589781032383187,0.24060413,2.32
0.2826277702339004,0.26206747,2.32
0.29868613707283354,0.26164052,2.32
0.29927010794395437,0.29806182,2.32
0.2820438285598632,0.29834324,2.32
0.2934306620065008,0.2864794,2.32
0.30131387460600023,0.28932294,2.32
0.3100729997165548,0.30798805,2.32
0.3167882997708964,0.31542403,2.32
0.31941603730406287,0.32431397,2.32
0.30102184537481436,0.3092552,2.32
0.3051095538814079,0.29876634,2.32
0.2945985745516584,0.2836647,2.32
0.28671533275507555,0.29227847,2.32
0.274744557634401,0.2622985,2.32
0.2975182245276762,0.25555056,2.32
0.2934306620065008,0.2821819,2.32
0.3150365623400364,0.28888234,2.32
0.3191241248612118,0.3139839,2.32
0.3062773496382307,0.3347229,2.32
0.32467154156747946,0.30910495,2.32
0.3527007127241708,0.30624148,2.32
0.33401457915498756,0.35729915,2.32
0.33109492917896977,0.34648308,2.32
0.3211679207203413,0.32492548,2.32
0.30102184537481436,0.3075372,2.32
0.31416056223773015,0.30703112,2.32
0.2945985745516584,0.30400145,2.32
0.2814598576887428,0.2944541,2.32
0.2823357410027143,0.2749185,2.32
0.2943065453204725,0.27068198,2.32
0.2840875952219091,0.27419353,2.32
0.2960583995396673,0.28269184,2.32
0.2840875952219091,0.27687407,2.32
0.29109483691618543,0.27519804,2.32
0.32291965815120127,0.2769262,2.32
0.32408757069635863,0.3192689,2.32
0.30014599125792607,0.32205832,2.32
0.2470072989205605,0.30815375,2.32
0.22773722367734006,0.257044,2.32
0.20350358581063777,0.22909397,2.32
0.21810212766156245,0.22858337,2.32
0.2271532820033031,0.22785366,2.32
0.23883214468112657,0.22528252,2.32
