error_train,error_test
2.7088079293662055,8.788503053431489
3.0108081531256414,9.804958624089261
2.4064403599221307,6.625424064312102
2.5751410968910773,9.095801597826991
2.283535054419572,8.206268868235252
2.175991301381958,7.44529557708105
3.1790816579418104,6.749042633165845
2.123804288613729,6.161883982454406
3.0458256683417924,9.047644766609123
2.3088593182491377,8.04946775857393
