error_train,_noise_error_test
11.299859685382645,13.751139430507372
12.487637052185647,15.610141783444634
11.629972148680382,13.402837728143387
11.003814294158998,14.510680556650387
11.783058504663044,14.384447564224695
10.803133470512584,11.529807079958841
11.43682851202262,13.905333189318542
11.836517642129087,12.033627454072377
10.962931176199554,12.97521966105525
11.919645532653156,13.299979100518147
