error_train,_noise_error_test
11.523224025070908,23.162569596074544
11.447949462252396,24.770087443564776
11.061413313024984,24.894017052336835
10.930388975288007,23.68600643518657
11.374306074883425,24.366875247261007
11.194060515021336,22.58146362659714
10.29256368444043,20.400939455739714
11.00837958765001,22.725896171155078
10.48087011462985,21.984872691140044
11.61889015422726,23.053519558530912
