error_train,_noise_error_test
11.673895267084,10.890611597357791
12.114770275024032,11.43282720672362
12.036618969804021,10.147506720538951
10.855811126052155,9.45552981487028
12.316704090854822,11.674644660747726
11.237654727205014,10.19967510718103
11.045390969543782,11.35262429556438
11.545661534553886,10.243431785421928
11.446069396103056,11.354973924001357
11.49913067271228,11.335953084450265
