y_real,y_pred,MAE
0.15903691698630595,0.15951405,2.54
0.18311283939553524,0.16037658,2.54
0.19430310652403504,0.17074527,2.54
0.19125136037630686,0.1852116,2.54
0.19091219458038733,0.18589129,2.54
0.173618129968252,0.18945073,2.54
0.1508986333741178,0.17404716,2.54
0.1654798463560634,0.15773565,2.54
0.1776874074135364,0.15749563,2.54
0.19735512395014476,0.17616665,2.54
0.18446926521062945,0.18970326,2.54
0.17192277572582082,0.19634856,2.54
0.14208201817009014,0.18117365,2.54
0.14242118396600967,0.16451171,2.54
0.1041030787315651,0.15198869,2.54
0.09121742345083605,0.14390722,2.54
0.07087147705178198,0.1351796,2.54
0.05357754807883719,0.13476269,2.54
0.07256693302360606,0.13122289,2.54
0.029501625669608345,0.12842543,2.54
0.0,0.124458745,2.54
0.03492719329079774,0.12904607,2.54
0.03797907507771647,0.12710124,2.54
0.031197081641432423,0.124784306,2.54
0.01865035478803989,0.1292666,2.54
0.019667750446405563,0.12314129,2.54
0.048830176410296744,0.12249467,2.54
0.05832488583758,0.11215334,2.54
0.062054997486944874,0.10676517,2.54
0.08545269003372757,0.11490855,2.54
0.13394373455790243,0.12102802,2.54
0.13903023811256476,0.14097089,2.54
0.1264835112591718,0.15975598,2.54
0.1556459711328606,0.1375958,2.54
0.14581209590965827,0.1401296,2.54
0.1508986333741178,0.1413689,2.54
0.1508986333741178,0.13190737,2.54
0.14954220755902314,0.13220543,2.54
0.1502205391508622,0.13372478,2.54
0.13733464650155014,0.13311635,2.54
0.13360467049137537,0.121351734,2.54
0.16581901215198291,0.11256209,2.54
0.19125136037630686,0.12631367,2.54
0.1654798463560634,0.14536455,2.54
0.17565288737518614,0.14059688,2.54
0.15734156274387523,0.13123739,2.54
0.159715248578145,0.1262624,2.54
0.14242118396600967,0.124150634,2.54
0.1302136229085371,0.12278886,2.54
0.10647673065603769,0.11779009,2.54
0.13326550469545584,0.10927579,2.54
0.17429646156009104,0.112797365,2.54
0.16954912380134823,0.13942072,2.54
0.17599181580252177,0.14359997,2.54
0.1654798463560634,0.14315432,2.54
0.17056638382052336,0.14562024,2.54
0.17429646156009104,0.14782959,2.54
0.18650402261756405,0.15672672,2.54
0.19735512395014476,0.17332514,2.54
0.187182082931022,0.1887199,2.54
0.20956268500761732,0.1884298,2.54
0.19871154976523897,0.20232612,2.54
0.20854518761985874,0.20747377,2.54
0.2353339616592769,0.20526958,2.54
0.2522888604754927,0.22048901,2.54
0.25568004369752195,0.2411453,2.54
0.26890483086437245,0.23946188,2.54
0.2729738370312762,0.25834656,2.54
0.2631399618080734,0.2616263,2.54
0.2750085944382099,0.25866494,2.54
