error_train,error_test
2.5480628329670982,1.7546709172069865
2.562568140698667,1.8496779450500642
2.666220284867282,2.1115927428851755
2.27187873143896,1.7727707994003292
2.5979926843128105,1.968358456458873
2.3739198627850855,1.7241170729673523
2.449674339027771,1.8979440431134524
2.5021132427384667,1.9097619292312862
2.47357523187945,1.7055267804346776
2.6473783841897145,1.9330592488115257
