y_real,y_pred,MAE
0.07622603131918626,0.08172575,3.30
0.10314505830010035,0.07856602,3.30
0.11940297234509889,0.07976581,3.30
0.13059705430735002,0.08631814,3.30
0.13512791736376117,0.09727208,3.30
0.12659913362482578,0.11019229,3.30
0.09754796401407617,0.12142693,3.30
0.09008530489495681,0.12685035,3.30
0.08049042318865407,0.12553698,3.30
0.08555433522874878,0.11909845,3.30
0.10927509496001098,0.1107902,3.30
0.12073567476165503,0.104553595,3.30
0.10127928024741151,0.10276174,3.30
0.10740945016956793,0.10421286,3.30
0.1007463378735245,0.107400425,3.30
0.09674841719100025,0.1104202,3.30
0.1055436721168792,0.112187825,3.30
0.09221744752479222,0.112991504,3.30
0.09221744752479222,0.1126638,3.30
0.10261198266396754,0.11134005,3.30
0.1276652582446418,0.11016408,3.30
0.11860342552202274,0.111186154,3.30
0.12393394201130659,0.11421835,3.30
0.1425906564402284,0.11842402,3.30
0.12739878705769847,0.12381108,3.30
0.14019193601365276,0.1287454,3.30
0.14952026657566453,0.13283984,3.30
0.17324091969713007,0.1365219,3.30
0.17164185270342713,0.14146563,3.30
0.1884328157321089,0.14761582,3.30
0.1974946484547282,0.15498358,3.30
0.18656714428921695,0.16314167,3.30
0.18283582805588172,0.17003867,3.30
0.2102877974106825,0.1740573,3.30
0.20255866710461956,0.17722827,3.30
0.2148187670768904,0.18014738,3.30
0.23560765078809687,0.18371177,3.30
0.2641257714151628,0.1895476,3.30
0.2529317960627082,0.19959995,3.30
0.25,0.21149391,3.30
0.2060234321936638,0.22162366,3.30
0.2329424591745779,0.22394496,3.30
0.2273454714983505,0.22105113,3.30
0.229477614128186,0.2163831,3.30
0.23134325891862906,0.2125977,3.30
0.2795842452468822,0.21110463,3.30
0.3046374941751073,0.21608755,3.30
0.28278251249653374,0.2296333,3.30
0.2806503698666982,0.2462577,3.30
0.32329423525647805,0.25965837,3.30
0.30703624125413187,0.2713872,3.30
0.32889122293270545,0.28003898,3.30
0.31556499834061835,0.28721762,3.30
0.27398725757065456,0.29169533,3.30
0.29237739420283626,0.2886189,3.30
0.28997867377626085,0.28149742,3.30
0.29850745751519625,0.2742802,3.30
0.2606610329785677,0.27036926,3.30
0.2806503698666982,0.26668367,3.30
0.30117264912871544,0.26428846,3.30
0.28864607796950104,0.2659586,3.30
0.3102344818513345,0.27029467,3.30
0.3283581739490218,0.27738824,3.30
0.33315561480217326,0.28762618,3.30
0.358741939366531,0.2993166,3.30
0.33448821060893286,0.31262338,3.30
0.34195097633784877,0.32216212,3.30
0.34781443520101973,0.32638666,3.30
0.3432835721446086,0.32701567,3.30
0.3126332289303593,0.32551,3.30
0.31130060647115076,0.31965902,3.30
0.27105546150794635,0.3110368,3.30
0.2889125491564446,0.29833117,3.30
0.23933899367388123,0.2863311,3.30
0.257196187932176,0.27363354,3.30
0.2643923492119029,0.26311523,3.30
0.2486674041932404,0.2573483,3.30
0.26092750416551125,0.25517407,3.30
0.2742537287575981,0.25621673,3.30
0.27212147951796584,0.26049992,3.30
0.2633262245920869,0.2662453,3.30
0.24147121626106438,0.27055535,3.30
0.2515992002559486,0.26980615,3.30
0.2531982672496518,0.26541778,3.30
0.2478677507603677,0.2600768,3.30
0.2619936287853273,0.25504178,3.30
0.2486674041932404,0.25240052,3.30
0.19589555480857612,0.2511494,3.30
0.23747332223098905,0.24564731,3.30
0.21801703432654218,0.2391015,3.30
0.23773990002772916,0.23285726,3.30
0.25772923691585947,0.22953588,3.30
0.25106612461981603,0.23131728,3.30
0.2033582139276957,0.23667225,3.30
0.21055440185987173,0.23850074,3.30
0.2265458180654778,0.23520699,3.30
0.22707889370161038,0.23020601,3.30
0.24013862045430479,0.22616783,3.30
0.2657249450186625,0.22521901,3.30
0.25613006331236,0.22946352,3.30
0.2718550083310225,0.23677605,3.30
0.2683901632846306,0.24541679,3.30
0.3022387737485315,0.25297448,3.30
0.2907782205993368,0.26108643,3.30
0.26918979006505417,0.2684532,3.30
0.2731876041377821,0.2710957,3.30
0.28278251249653374,0.26914743,3.30
0.2881130023333687,0.2658018,3.30
0.30010663111869595,0.26379248,3.30
0.28251601465714127,0.26513943,3.30
0.2646588203988465,0.26753783,3.30
0.2806503698666982,0.26743618,3.30
0.2953091902655445,0.26612806,3.30
0.3025053515452716,0.26657015,3.30
0.29291046983896907,0.2702145,3.30
0.3136993535501753,0.27501395,3.30
0.30756929023781554,0.28112748,3.30
0.3094349616807077,0.2870043,3.30
0.2931769410259124,0.29151994,3.30
0.2977079106921203,0.29224384,3.30
0.2894456247925772,0.2901874,3.30
0.3025053515452716,0.2862425,3.30
0.2931769410259124,0.2833126,3.30
0.30197230256158814,0.2816988,3.30
0.2990405064988799,0.2821198,3.30
0.2897122025893173,0.28378627,3.30
0.2531982672496518,0.2847994,3.30
0.24760127957342437,0.28085873,3.30
0.25746265911911936,0.2721813,3.30
0.24680173275034822,0.26290902,3.30
0.22921111628879354,0.25519234,3.30
0.24546903033379208,0.24844098,3.30
0.25906183272261907,0.2442204,3.30
0.25959490835875165,0.24412757,3.30
0.23773990002772916,0.24766243,3.30
0.23587422858483698,0.25077015,3.30
0.23747332223098905,0.25111398,3.30
0.23720685104404549,0.24897659,3.30
0.23667377540791312,0.24564597,3.30
0.25106612461981603,0.2422714,3.30
0.2611939753524546,0.24088845,3.30
0.2713219326948899,0.24267477,3.30
0.2857142819067928,0.24761567,3.30
0.29504261246880437,0.255353,3.30
0.2995735821350125,0.2647274,3.30
0.29291046983896907,0.27388406,3.30
0.29797438187906367,0.28005055,3.30
0.3227611862727946,0.28287014,3.30
0.3702024925157257,0.28575256,3.30
0.3787312762546613,0.29516444,3.30
0.36487210928868774,0.31138128,3.30
0.3765991336248258,0.3274823,3.30
0.3568762679236388,0.3394279,3.30
0.3270255781422622,0.34329423,3.30
0.30970153947744783,0.33667007,3.30
0.3009061779417719,0.32225856,3.30
0.28304909029327385,0.30550566,3.30
0.293710016662045,0.2898346,3.30
