error_train,error_test
2.321785500132803,1.737725939830895
2.404821345831128,1.7921927618956965
2.507235940788495,1.9351049000703477
2.3771642228519383,1.8851727873319166
2.3573049227417355,1.7406175601995029
2.4876718112710305,2.0801869903399077
2.5030256188353084,1.9484889473422913
2.518598758180991,1.9024971652206937
2.290165446156047,1.7549797837952912
2.533934730703037,1.9690586939678507
