error_train,error_test
2.6452005630387587,2.5486701313744313
3.346329798097304,3.4828747475628057
2.5902981727201175,2.4089546336385244
2.3902602084177484,2.1150173222918016
2.357631711724806,2.0890901156204467
2.478753046670021,2.3439117305017727
2.493823063977903,2.358973854131758
2.509033857072681,2.1678583036100854
2.4530018916360414,2.246481894294433
2.4451203375787234,2.1991150129124053
